Merchant Id,Credit Scores
f3165be83d2dd835403b494eb7185ce2,800
f30748978b291d13205c1b61181f0e90,900
f3006e2d64e7611545839ae24dfedf0b,900
f2fb7636b5aeecf6c3482b7313c943b8,"1,000"
f2fa82b33410c3a3253129ab6fcc0a47,900
f2f8202e16fa632a907e92360f02c747,"1,000"
f2f6ca4ca1db419beff8b318ec95e40c,"1,000"
f2f5fa29e5fc1334eaba2c98f2342e24,"1,000"
f2cf8a40e31c3e170875cfe97aef9232,800
f2c1567aa7ca4648b2c15bca84da75c4,"1,000"
f2aba897760a30e2f45e46d24bc0ec02,"1,000"
f2752d7892580ccfcd684c2f712e11e9,500
f25453cac3a6ce0bea1d76223c7ba8e8,900
f2298f939915ce3abf51c1393ca6d8b4,"1,000"
f21ec14f62ab1bcb038442823ec6c74f,900
f21a3576923d49d665e584551894e33a,900
f213d45816cad90d7333c5365de25549,900
f20fc1528a7cf30c9d94068b6e65a20e,"1,000"
f20c652e99dfc36133bdf9f2bc4af283,900
f20b96673d628cfa435e92faa3b94666,"1,000"
f1f615a7a67a325c8804b57e00393358,900
f1b3ba31608b6e372c3a25851e5cc68f,900
f1a8ed2f59f9e69350767050e67dc997,600
f193ccb36dbf820a647bc2a1200f4cdc,"1,000"
f19346a09e58f197a731f3c062aeef4b,750
f1909a4d12a47bb160857f63fe4abec1,900
f173c3ae7b921bf55b81d800a6ba1a17,900
f13eba80f77052755f6c588fc04db4c4,900
f11132b5c5ec8dee4b444001050766c4,"1,000"
f0bc49a48370642aac2e13d6db960830,900
f0a2c0f5474cbe314b3682c9325dc4f4,"1,000"
f090207df40a2cba179e3a4e653ba0b5,900
f0805a034301dd1396e662c4902a3824,"1,000"
f0769524c9e65f00158f6a0c48251849,900
f06dda3e12bfd72e7e7444b53751c30e,"1,000"
f05a5279ad8f888dda342a7c6e458658,800
f0581ab7f8e6b8695051457df75cd9c0,"1,000"
f046e3bb1135f5ce9ed7f46e00c84a5c,"1,000"
f0199155a9f400bec8cdbfc072ee2455,"1,000"
f006fce6b378b6c31c833f30032ca481,"1,000"
efbec88c3baf04eea3d09ce6adaba867,900
ef6f95b9fe13929332e79c41f770d614,600
ef6c84ac469cc5c9e34c56f18531b7d7,900
ef5c7ecb02ee6b0a33dba6c4af9c736f,"1,000"
ef5495c586679c353c85c0595e23239b,900
eee75242a3b87751a71bfb6ebce5cad0,900
eee38a15d0920f320c6791bbb7d3e1c3,900
eec61f1aea307e7c1aff84d8b7223248,900
eeb691d7daab061421faa6b752c3adec,900
ee3da9b304de2f389d9ad1822dbe2dc9,600
ee15b818b1a487fb33f5b26d400e96c8,"1,000"
edc9266db9adb4ba63138139f59681cc,850
edbd47c8e4cabdf0b4e1e7f1069a226b,700
eda3ed34af98679f9c3703fd498e9329,"1,000"
ed9b993193379bed1373b3ce929f69bc,600
ed84e053cef381ddec50bc6db48683cd,800
ed79f89079238808a5d90a5eb70874e9,900
ed78e24f321f88514f882fd171dd2d26,900
ed74d49c9665998bf1b65456ea6443a2,"1,000"
ed6a5acf152b6237884d3e5b6afd4f78,"1,000"
ed68030ad096167305ee933b382d92f4,900
ed509a7d110c733ccafb1ba59fa17066,900
ed4f2064045ca72b7f2a53f052d82c55,900
ed429ceecdcd1a762fd652bc688568d1,"1,000"
ed3b5b6f006e79c5a2f0fff4b91c94cd,"1,000"
ed21b54c417d6d8638aef8efc652fe37,900
ececec2d9bd1d1b5dd0411fb766e2f70,"1,000"
ecdf4779a8c72e348171c5a7523c067e,900
ecd18c7222c31615d1def9170d4bec35,"1,000"
ecba3ba612cc0d7ef14c571f0d38dd99,"1,000"
ecabeed61948e0507d85ce42e6f91880,900
ec7e8d975a477498fce5f807e64e2577,900
ec71de5a8e7da7c954b1cf1eefbe41c3,"1,000"
ec3b845037b384da387d9cd90cd03410,"1,000"
ec0556250f2d434da6d88157bd6ddd9e,850
ec04a75ca6302d347df2f803efe8c5bd,"1,000"
ebd6638431159e2c7a8229ea9307ecc2,"1,000"
eb9b4e0f7ba6c77861e96319aaf3f197,900
eb92421b0da5a64f246c83901a7b0a52,800
eb63a6e7c227ebf2e163aa7ccc5b16d9,"1,000"
eb636719a3e6faf7c4e26463124379e9,900
eb59dc3e2a13dd31aae68b6da158de30,900
eb4e80743be8825a2a03cae65f222597,900
eb458816d5b63d291f74028dbc247a84,900
eb24584e3aa169e7887d77e4393fbde9,500
eb0b331c773e9cf898d652acbf59b12b,900
eae3f73b62950b6d912dfeeaf2a67e2c,900
ead6a9959793718b17ddb7869b007f35,900
eac189cdfa0bfe6a79848ee58c64c74b,900
eaae238a96e97340f6bba4870dc85d79,800
ea8bf400c57f85e1fa510dcd027ce484,"1,000"
ea7bfcd1e1ebc61ca175532463158076,"1,000"
ea513ee044a8c9965c60cf7eeb9bf3de,900
ea3b2fa3b1f46d7d5bdbdd553d6ce6b1,900
ea38400fd23f67c6def24e8722020316,"1,000"
e9ff4d75e5f009d75101694ff6f1f80a,900
e9db8366ab845f3bbb2a35f02ccb2d49,900
e9cf2504f9bff451fd860bf382e1f0e9,900
e9c8c60ad2e49e614cd626b8d717940a,900
e9ae4d72d767cdfa9b122e16e40ee0bd,"1,000"
e968331c0282d3ccd181a4fa873d6f87,900
e90472e9ea9853ecd17b1c9ab92b1c86,900
e8f4d8f59f34ac30a908af58d123135a,900
e8e3a7bc9f96f3ce85b3e3197a1bd40a,500
e8d23e4e499c176a1d22d8efa3fff4e1,"1,000"
e8791c81f0dbb5e99c8abe851ec1900b,"1,000"
e85a3c7ca9fa484fb49abc1ee9491c53,900
e84fed768b8f7b769bd218061b472631,900
e844c30aba3bf7feeae70f11e26ed92e,800
e7d12fcc90af55f987e5f7017880e9c1,900
e7c26e48b7ee853cbf5e49de5d800745,900
e7bf1fc9682fc9d50fbc877a372f37ed,900
e78022d26cda1420ac973e3eb37fd8be,900
e77cae9fcdb3fd588d797921ac663823,900
e7758fe5b033ed143e73a3cbafa3ff2f,"1,000"
e76a98684a1e1665b918f3483ae03a32,"1,000"
e7395d9fa3715faee29d5634ac2ff208,900
e73944c3931da565b78517f4c94b0e1c,650
e724e5ad0d0df625744239ef1c60e5e8,"1,000"
e723a81a98983a235ca76982097868df,800
e70cc5919a4355b598a85f08cce63141,"1,000"
e6ea268aef379d9e03c1cf543cf40532,"1,000"
e6c6251a90313fb7ddaec5c85a4c6be8,"1,000"
e69aa3389bba902b227d5de50c815dd1,"1,000"
e6864fa508999c74d0fadb604f2a4ad3,900
e633a3d4fb3db2c7665c170c80db6717,800
e62dfd885dcb4b83dda5d4e336fdf520,900
e62649f9871ea7bcf0923df1bb269578,900
e5f69a36d50c3cb60dc35e49a62f4f24,"1,000"
e5f69469aa48e0cb2b7621f2a9984b18,"1,000"
e5e0f55fe66ffb0054e25bdb5398098b,900
e5dbdd576ea2eaf81e601a65208f8d3a,"1,000"
e5db2c3d097ab0d5fe14eeaba7c3c271,900
e5cf4fd9e59de12699611cddf927f2a0,"1,000"
e5bb391401062d002dd97a346b78ecee,900
e5b2fe1f992aebf6cb97738a163d9b21,900
e5a7acc236abc42d5e11afede4915282,800
e595c1d49bf4a26f8e14ce59812af80e,900
e588026a98cc4ceee69c9660bfa9b191,"1,000"
e58563b6c06cea96d979e53b22710ce4,900
e5743fdb8f6fdeb20b328de71a8ebe43,600
e55363ed3fe8304dc146973f04c41f9c,900
e53a59cacd84597b3666a6721b081487,900
e5218ff81e22205eb3a32a767378f03f,900
e51e26bd5855b6ea5fc7bcc2c4010124,900
e517564e98c2825803fdf00b6c0d9ee7,"1,000"
e4bd2da857a78526c0a33decec6d5f55,"1,000"
e4ad3061dc592b68a36c62b7681e2e0e,"1,000"
e47cf05ff3fa2a1a4a4ee22e02ade796,900
e47810d3bcc6fb73d2c868287ed890a2,900
e464c94755fd8a1b8be0c347e4770407,"1,000"
e45a1dccf92a9b67dafb107020ad3840,900
e4321fa805ca03a5c33e8ae2d319cbb8,800
e4317e07b08e54082e5812a8aa929caa,900
e417ef46bbbe472591f3e8a799a8e023,900
e40cce862b0fb75635e102bc1dd07f6f,800
e3ee0c48a7adfd84a10ca92fd9acc320,900
e3d4a2f3dbdc3913a50bdcac419fe7a9,"1,000"
e3d373858ddfa09d81bd1796943514a8,"1,000"
e3bff3cd294df3b24f6fe9e700d86a91,900
e3b377e6fa46921683361cc31b8457ac,700
e3a0629cee6dbd0a211ab379a406f0fb,"1,000"
e37c210dbaddb74d93175ab3300ff697,900
e364d852d78ef4aa050e13c17ec4feab,900
e3599f39f0d93df31b632978cdc693c1,900
e33bb6b2be1a16ec0e4909a8d49ea363,900
e31187e638aaf1bb37a436452de8230e,"1,000"
e305c4a87433ee66e142f67c450fdf6a,800
e2d11e2b2628eebf8a9bccb4b0c04cff,"1,000"
e2c9342d0e670ec1cb3997d3c4427d83,900
e2a439dc2f9b3d74c386f75f44d6952e,"1,000"
e280347ef979563640e93d8ca1d17054,900
e23c45480fa083643caf4a7b39c4667e,900
e219fd52cca6a9fc81b307cb14385a98,"1,000"
e1ea274b18a0e5bde67da64ea2010562,"1,000"
e1a4b71442eaa2eda3ef1b6e25937f7f,900
e165ee6dc3af5be111ae2800b489bb4c,900
e157d5dc5efabb63696f251595c88a01,"1,000"
e143f2e6c276ef174a0ac53630335640,900
e13c6a43a8cb99abcaf81716eafd8f0d,900
e13234c27513120b3abf2317ae0d084a,"1,000"
e1091c68ec533c36a2e255e3a2393a59,900
e1046da167e860b37c59183431698b8a,900
e0eae9adba02caa9f18c47a7c8f78c98,900
e0e9aac8a8b927ecef9e62a1633573d5,700
e0e93ef9fba9598319005e69e0d48499,"1,000"
e0e87d1b9ca00c4472461279037ef141,900
e0d3336caa3bf40ceae5b4efeeedf541,"1,000"
e0cd08f17fcb051abe7c7ddff07e9881,900
e0abf46439bd264af259e5cf868a0e6c,"1,000"
e0ab4913ed4e299f202405a814fb6d5e,"1,000"
e0980b732d8f6b121b777eb204f94b30,"1,000"
e0879a1d94289befd93aaffc6c4814d4,900
e0823ffafcbdc34fa7140049fbe02f70,800
e07c2c81c883f095372f10815aaa25ba,900
e06d7f49ca9995584b4c2ffeb55eb5b7,"1,000"
e04f727550ad26170337577bb955a20b,900
e0234fe2a53821ae8e5e90de581eeb81,650
e00a9c9cb2f18a46cdbd635da85f1f30,"1,000"
dff8537a8d2d3e52e811b476b84123a5,900
dfbf1273c2d9337622ee1c533d703a46,700
dfb72f52212ce3e209fcaf3af7388a4d,600
dfaf693ee0b7e6c836875161bade2eaa,"1,000"
dfa61ee5a29df76a62e395006a2a60c4,"1,000"
df9d283e60533a6a509b6a4aaf5cc2b4,900
df4684fd22721f7396ace865dbf2bf3f,"1,000"
dedaeedfd0cbd8920d5bffb550d1de2b,700
debcaf71bee6f0241371e32f2620b2dd,"1,000"
dea4e2001750c937ad310c6797cf674c,800
de945cbdec7c70991196b1b7e263d2e4,"1,000"
de6214d6fcff27e9c373bb0227fe53af,900
de596bc2f2a21ed618ef73e8f5e9e58e,900
de299416067c9b897a1765f7bff220a1,900
de1e7f6da2c60b9bb6768ba10c8ebc28,900
de1cd6d1094c686156efe93498c656fd,"1,000"
ddef97e91228d296154a55202be5de7c,"1,000"
dd82d58268453ca1c56996aa87e97fca,900
dd7540a20ed5c27cecc8eeb7617245aa,900
dd6ffa6b83baf592bd097667c6c5d8c4,900
dd4d38d52cd729b4d6250d161683244e,900
dd4c688ad214c7a364719a50a784319b,"1,000"
dd4274cf701b24331de73ace660085d7,900
dd1e892927f1b5a73cefe282232d0984,800
dd0bc433d9a5a097cf08a42aeeb14df2,900
dcfd8313e81a8482c23165f7abf5d1ef,900
dcf0e000590eb24991d2debe745b1b9d,800
dca7e2d34a20f3a5b128c69253599a1b,"1,000"
dca54bfb37461be0743daf7a0b7d5756,"1,000"
dca17d3d943ec4b716cfbd6f4a797231,900
dc86e5c1b77c661891d91aeca52ad8b6,"1,000"
dc554538fe6e748a32cb062bbf1e651a,900
dc4856d40988df9ceffb7e5e1cf1c511,"1,000"
dc4110a0062ce3bee77f59f565e9897b,600
dc384cb3d4d6be360e0bb8052e569358,900
dc377cb284d45f3425140456dd4cceef,"1,000"
dc2a644bff33b711c5d8bfbca6ff2be6,900
dbfd2cf7057917dab8d9070d88aa2c2c,500
dbdb9860a1af4e167abf976322cf8b10,"1,000"
dbc9df90257ced5f4c3f7a31e0ac2692,900
dbb2f657507d0df59c4a0c2481f71134,"1,000"
dba03fe0099beff3e9837d0316112b39,900
db6812fe6a7155525f318274bdf46c4c,900
db64fae6ec5e29854f3ac5b079a0b47d,900
db485f43381fbbf46165926f98c9418c,900
db212ef48d71d0105414f05c818817f6,"1,000"
db16e6aa171501bccfa39eb059e278c2,"1,000"
dad71612cc03230ca0ca75685e6963a6,900
dac9c3f9f9b6a2268891957ffbdccbc3,900
dab084cecf6ee8a6743e1c90b48eae7d,900
da77dc011d963f60ef044f7af65c4f18,"1,000"
da6dfa42744e1e423ce9ffbec3b39267,"1,000"
da673deb27ea8cfd8528b257ab2bccfb,900
da2f09018ac2250158f455bab6ab43c2,900
da2284b53b028e6fb26f34f3d06d38e4,700
da1f462019fbb1d75a2980abec9435a6,"1,000"
da047934f8abacab390919077897e492,700
d9fcecfd2d905e4a2cb501dab72d5184,"1,000"
d9ee2a358ae9e109d0031fdfb8186bd7,900
d9cfd4b6392ebeccc4eca8c882475a80,900
d9ac1fc532da6646901e9b30ba8964dd,"1,000"
d9ab8c2f9cfe12d7a527522476bf54fe,900
d96ac5da4e091e1faf10a896824559e6,900
d9671ef3fd5d97ca1ee64bb10577dd6c,"1,000"
d96409bf894217686ba124d7356686c9,850
d95ddfe8db8b9c7cc122c4a94e2d69ec,900
d958f9d2e4c830fad5342a02384d45a4,900
d957c740b68c99460027ce006a09d2ba,500
d927026c89fd58b53ecb11326a0a1cd2,"1,000"
d91af89f68861863e1a36edd8b06cafd,"1,000"
d9134e2a6f8525e080a9c984f9b26ccf,"1,000"
d8f354e62a1ac07d048e7b03a6e4cc58,900
d8edca7631bdc1ba7c2e3535c2f64b7f,"1,000"
d8e04b16451f7f67a5da5005d4e032ee,900
d8dd4cba2778f145887c94008a83eba5,"1,000"
d8a1e3cb86fd1b04a5c4eb1c6a133f81,"1,000"
d88d89b0cb19015d45f155930e1cea96,850
d8709f484c9ffc0c5a2a8945fc34dc49,900
d8497e3318f8e43bc851aa5f18cc60f9,900
d8385c155d3bd3e645aecde003c1930c,900
d801ffbea4f748e1c2a73a8d7fdd1710,"1,000"
d7f9be9b0149832c81b2e97d9db214bf,900
d7e29b19887fa6688502f712780ba2b7,900
d7d91226861bc31d29561cd255dd9520,"1,000"
d7bc193e589d1334ee7245b4b6716850,900
d7aa71dce5739233482d0305e03ae128,"1,000"
d79f7940be5afa4e3fa70cd73295878f,900
d79af587a459b1a0ae549a11190e0853,"1,000"
d77f939ce26039cc0a0226aeb635d6dd,"1,000"
d765ecd5a294f535f8e41969d0319e06,750
d751abfcf9b5093ceb967d31dd143925,900
d71957f87cf0f1d8520f060e81afc1f7,900
d713c1a19bbc6a57883e8a8104fe85a5,900
d697311aad4f58ad2c5d4286fc22980d,800
d6857a9680e7ffb4633a6c1a36e68461,"1,000"
d66a1a0b677b9f693c310e2fb2748a54,900
d6548018af2adb6deb632e0bc431eb23,900
d6500c5982c82edcc2e2b62a32bd9081,900
d6290b8d794ef655534893019447d118,900
d5df16a316dbbe097a699ddd3525005c,900
d59bf8ab19982bb1aa76cfe4191a56e3,900
d57f33d6870effdf306ecb6aa7ee9933,500
d5785a5445836dca8f7ebb53840fcee7,900
d56e76f355598ff51ed06811a4b4b247,"1,000"
d553b36562476faf0a30720c830ee469,"1,000"
d529e13c16c29a45355fa439db46f9e4,500
d52999d6422d80b186ce620e746627bc,800
d51b02b7022df05fd3dd9637726d31fc,900
d50bd39fbde1ad92dcc753562cfd5ef3,900
d4f88664bc88d58b7b6bd5dc79f783f6,900
d4e0860f7e26a6876351022072c079ed,"1,000"
d4d367f9ef2000f4ae6c37752ce3afc2,800
d4cfa8e7e07ac531bc3cce0203f6b209,900
d4cd1a17f398e7b67e973a7efb510968,900
d4cac3a14a78480bbb384475e46f2ee8,900
d4840e21254e6495db1f27ec57eed289,850
d45e74902b530325e95724b12df237c4,900
d41c7d50c453ee0a9ff01fb7b1cd42d4,"1,000"
d406b60a2aa38423137545a10fe198df,900
d3fe245c816bf7c5eae0d27d2c005c86,500
d3f0297d0753a94bc36d3cd5ffdb87c3,"1,000"
d3ee7420ea923c52d0d0cce280203b59,900
d3e8129138f2c76dc6e4048281160fe0,900
d3d92bc35d062c83f89b7ea87d99dca9,900
d3acf9ea06733ab725beeec8333da403,"1,000"
d3aae0314865a2c8f8332210b1f8cee7,900
d395294d0a48ec6b7a8f0ac142bed046,900
d392a0581a7e0f144a0d286bd592ec54,900
d38fc2a47f104162ea6cb1254efd24f8,600
d374d0c18780e492c3d2e63f91752d0d,"1,000"
d36f905d647de836674907852538fa78,"1,000"
d35585b7d1a9ebbeb200b032aac3606a,900
d342e592123e65298902fdd15830ae13,900
d33ec1bca9da0c5511978a847f9e2243,600
d30b1cdd4e457e9643142c12072c30e5,900
d306b5bd3544d1d5e954ccec6dd4d694,"1,000"
d2f1756e9b438ce1043255bbca5aa39e,900
d2d68442042ae13a79e0c737807c7edd,"1,000"
d2d195657240f493374e95e2b75cc8cf,900
d29b5ce9c2883f0b7e90f79071a2ca82,"1,000"
d26bc3c884417b69a0b975b5bc34f344,600
d250a20cfd57c76119bccdd44c6777fe,900
d2427dff1fa3ee45eb741f7c9af11af0,900
d24110aad582c07b5b3c8a978dd167c6,900
d1e0e303b89505ed2eb122c83794a26d,"1,000"
d18f4bb4987573b03f4173579df5964c,"1,000"
d18a155e8edcb122288aeb1640ccc9b4,"1,000"
d1753623bca69e9b6549954e526d6b64,900
d16a616e0d892852d862a9df77da880b,900
d11875b53233adc482d07142c4b80ffa,900
d10b19cec4e5503a9281e941e76732e8,"1,000"
d0f637b709fcabe2c240e43ce1d39e8f,900
d0f56cc15cd90a7568bd6e0319a0ddbb,700
d0ed6083e588bf0d3e78d908e2c27b89,900
d0d0d9eccd83b4ba0a7c64e872ef663b,900
d0c6525ed3a83398e1c09e4c1e78f1bc,900
d0c5eb4ed41f5237969d0218c27aee75,"1,000"
d09e32562031697c1401e4f19187a079,900
d08c2f52950100b965171b953f7fd8b7,900
d07a97171065ecb1cd41f298c0453aab,900
d078bb72b2bc26ddee95f8f935f73a69,900
d03c64e84edac525a1eedb6e14a4d8d0,"1,000"
d0144ddb9a71262979ce30593053031b,900
cffba9699f4dd2effcfb88d002ba56de,900
cfea3b6ea2c1a82ef50e42e6a7c66ac5,800
cf9ad2ca65265e31795644dfe32958db,700
cf740956c15b1333f4f0c273e760b294,900
cf6817ec68fc440ae19310001043c2e1,"1,000"
cf5d571fef855e4c5a99a853ae231170,900
cf463c9033e2a7c8513084cc565dc137,600
cf4352a7d775ba25bc66ac22006a13cb,"1,000"
cf23ef9e7106ffddf2b5801e41bbfb18,900
ceff40a7fe4e78d7c988ed83759f7d91,"1,000"
ceb490c167522ab54922372445feb5ab,900
ce917ddb8ea54009509c2e640b9228e5,500
ce7da3812ed2a993e2194cd75e94b18b,"1,000"
ce7cf3a2f1334f82df304f443b1339ef,"1,000"
ce7c0dcb707083a5953857be0416db44,900
ce58d8b47c8590ef4bb65431f5ed28c5,900
ce51b85b4f9ae9a3c4604c72e2e1c4b9,"1,000"
ce50993b92925bbf13c1f7370af28180,"1,000"
ce4c4d595b49a33ce5f485e5672dc2ea,"1,000"
ce45d246c81d8c5139625b2a5f906a19,900
ce3f64221a4fbc9ed30d001c572bc5a3,600
ce352f759972ef0591bdb868eef8764b,900
ce182c417ca31f93b03690507fa78f83,900
ce169541394fb573900fb1bf0e0e8d38,900
ce163746542a57f5ab12c5710afaec47,"1,000"
ce1542ca94b4c1147ab2c8155fb41578,900
cdfa2a96a87edf9ea00d4e1a0cd0fb09,900
cdeca3f5bffa36c8fa08e83a1c3cb0b8,"1,000"
cde44010a18cccf67f70cd2d73f95283,700
cd7b80b4b4402d5aa4cec1c2a0a4fd02,500
cd2d9ff70c5361ea752e858d7bbf8437,800
cd0e9d013a5bb2fce93b3e4c26877d6b,900
ccdaf427d0a13d633986e62d6e08d63f,900
ccce275184c5d8f1fea8923c49d9f396,"1,000"
cc8a57d05fc41cde4581a4e648485105,"1,000"
cc2def386396300386ae30055f65b0b4,700
cc0a2d331ebb980aea2de92d4c7dae92,"1,000"
cbdb2f1581b39a66bb14ede0682e8858,900
cbdadb0e00dfa685e7146b80dda3403b,"1,000"
cbb13a966186acde3755f7cb80695cdf,900
cbaf30bcaccd92e95da57295aaf62851,500
cba07c1b950fe291562d1d3347c8430e,500
cb9c7cb6b9c172968b457138007a0f38,"1,000"
cb99a85a1b09631a7cb008c1c524f38d,"1,000"
cb850a4cee8dfcdc74a6754ed67d636e,"1,000"
cb8423d6c3fefb35cad0c10f334f7e33,900
cb39a0f41b5b6f7d7065d8c3a903f5aa,900
cb1fac69e96a95bd63e658cb367d3eb1,900
cadd246810102dcf309ac2395a54f3cf,900
cabe93e7ad2813b2009aae33c3974878,"1,000"
ca7e1937462198dc4b9061bd84758578,900
ca708d0d44450d9cb93c897bf6515cd3,700
ca6127525a83011e6a686a3e49cad955,800
ca28b788d0380a48bfe8d58a1cda03b3,"1,000"
ca256caf7578a40f48b93166178f6557,900
ca0514dcaefb08b40c349577d406cd63,900
c9ec554b083f95d66a79e730589dcad2,900
c9dffd2c9949dc33174c9b28aba07781,"1,000"
c9b2c3e73b3b3f66e03d077fbf632764,900
